"country","continent","year","lifeExp","pop","gdpPercap","pop_millions","GDP"
"Malawi","Africa",1982,45.642,6502825,632.8039209,6.502825,4115013156.92654
"Malawi","Africa",1987,47.457,7824747,635.5173634,7.824747,4972762582.71206
"Malawi","Africa",1992,49.42,10014249,563.2000145,10.014249,5640025182.00661
"Malawi","Africa",1997,47.495,10419991,692.2758103,10.419991,7213507712.84371
"Malawi","Africa",2002,45.009,11824495,665.4231186,11.824495,7868292338.77011
"Malawi","Africa",2007,48.303,13327079,759.3499101,13.327079,10119916240.5456
"Mali","Africa",1952,33.685,3838168,452.3369807,3.838168,1736145324.53936
"Mali","Africa",1957,35.307,4241884,490.3821867,4.241884,2080144351.64774
"Mali","Africa",1962,36.936,4690372,496.1743428,4.690372,2327242244.58752
"Mali","Africa",1967,38.487,5212416,545.0098873,5.212416,2840818256.72072
"Mali","Africa",1972,39.977,5828158,581.3688761,5.828158,3388309666.19322
"Mali","Africa",1977,41.714,6491649,686.3952693,6.491649,4455837163.55608
"Mali","Africa",1982,43.916,6998256,618.0140641,6.998256,4325020632.17221
"Mali","Africa",1987,46.364,7634008,684.1715576,7.634008,5222971144.09086
"Mali","Africa",1992,48.388,8416215,739.014375,8.416215,6219703868.09062
"Mali","Africa",1997,49.903,9384984,790.2579846,9.384984,7416558541.34325
"Mali","Africa",2002,51.818,10580176,951.4097518,10.580176,10066082622.1603
"Mali","Africa",2007,54.467,12031795,1042.581557,12.031795,12544127564.6048
"Mauritania","Africa",1952,40.543,1022556,743.1159097,1.022556,759877632.159193
"Mauritania","Africa",1957,42.338,1076852,846.1202613,1.076852,911146295.621428
"Mauritania","Africa",1962,44.248,1146757,1055.896036,1.146757,1210856170.55525
"Mauritania","Africa",1967,46.289,1230542,1421.145193,1.230542,1748778848.08461
"Mauritania","Africa",1972,48.437,1332786,1586.851781,1.332786,2114933837.79187
"Mauritania","Africa",1977,50.852,1456688,1497.492223,1.456688,2181378951.33742
"Mauritania","Africa",1982,53.599,1622136,1481.150189,1.622136,2402627042.9837
"Mauritania","Africa",1987,56.145,1841240,1421.603576,1.84124,2617513368.27424
"Mauritania","Africa",1992,58.333,2119465,1361.369784,2.119465,2885375609.24556
"Mauritania","Africa",1997,60.43,2444741,1483.136136,2.444741,3625883720.26078
"Mauritania","Africa",2002,62.247,2828858,1579.019543,2.828858,4466822066.37189
"Mauritania","Africa",2007,64.164,3270065,1803.151496,3.270065,5896422596.76724
"Mauritius","Africa",1952,50.986,516556,1967.955707,0.516556,1016559328.18509
"Mauritius","Africa",1957,58.089,609816,2034.037981,0.609816,1240388905.4215
"Mauritius","Africa",1962,60.246,701016,2529.067487,0.701016,1772916773.46679
"Mauritius","Africa",1967,61.557,789309,2475.387562,0.789309,1953845681.17466
"Mauritius","Africa",1972,62.944,851334,2575.484158,0.851334,2192597230.16677
"Mauritius","Africa",1977,64.93,913025,3710.982963,0.913025,3388220219.79308
"Mauritius","Africa",1982,66.711,992040,3688.037739,0.99204,3658680958.59756
"Mauritius","Africa",1987,68.74,1042663,4783.586903,1.042663,4987669071.04269
"Mauritius","Africa",1992,69.745,1096202,6058.253846,1.096202,6641069982.49289
"Mauritius","Africa",1997,70.736,1149818,7425.705295,1.149818,8538209610.88631
"Mauritius","Africa",2002,71.954,1200206,9021.815894,1.200206,10828037566.8742
"Mauritius","Africa",2007,72.801,1250882,10956.99112,1.250882,13705902966.1678
"Morocco","Africa",1952,42.873,9939217,1688.20357,9.939217,16779421622.4047
"Morocco","Africa",1957,45.423,11406350,1642.002314,11.40635,18729253094.2939
"Morocco","Africa",1962,47.924,13056604,1566.353493,13.056604,20451257282.1178
"Morocco","Africa",1967,50.335,14770296,1711.04477,14.770296,25272637722.1519
"Morocco","Africa",1972,52.862,16660670,1930.194975,16.66067,32158341514.1333
"Morocco","Africa",1977,55.73,18396941,2370.619976,18.396941,43612155831.8934
"Morocco","Africa",1982,59.65,20198730,2702.620356,20.19873,54589498863.3479
"Morocco","Africa",1987,62.677,22987397,2755.046991,22.987397,63331358935.7724
"Morocco","Africa",1992,65.393,25798239,2948.047252,25.798239,76054427590.3892
"Morocco","Africa",1997,67.66,28529501,2982.101858,28.529501,85077877939.9129
"Morocco","Africa",2002,69.615,31167783,3258.495584,31.167783,101560083268.57
"Morocco","Africa",2007,71.164,33757175,3820.17523,33.757175,128958323769.775
"Mozambique","Africa",1952,31.286,6446316,468.5260381,6.446316,3020266895.82064
"Mozambique","Africa",1957,33.779,7038035,495.5868333,7.038035,3487957478.30457
"Mozambique","Africa",1962,36.161,7788944,556.6863539,7.788944,4335998836.09128
"Mozambique","Africa",1967,38.113,8680909,566.6691539,8.680909,4919203358.1129
"Mozambique","Africa",1972,40.328,9809596,724.9178037,9.809596,7111150787.50431
"Mozambique","Africa",1977,42.495,11127868,502.3197334,11.127868,5589747687.07039
"Mozambique","Africa",1982,42.795,12587223,462.2114149,12.587223,5817958152.49182
"Mozambique","Africa",1987,42.861,12891952,389.8761846,12.891952,5026265057.80634
"Mozambique","Africa",1992,44.284,13160731,410.8968239,13.160731,5407702568.10227
"Mozambique","Africa",1997,46.344,16603334,472.3460771,16.603334,7842519681.68105
"Mozambique","Africa",2002,44.026,18473780,633.6179466,18.47378,11705318549.5401
"Mozambique","Africa",2007,42.082,19951656,823.6856205,19.951656,16433892152.3625
"Namibia","Africa",1952,41.725,485831,2423.780443,0.485831,1177547676.40313
"Namibia","Africa",1957,45.226,548080,2621.448058,0.54808,1436763251.62864
"Namibia","Africa",1962,48.386,621392,3173.215595,0.621392,1971810785.00824
"Namibia","Africa",1967,51.159,706640,3793.694753,0.70664,2680776460.25992
"Namibia","Africa",1972,53.867,821782,3746.080948,0.821782,3078461893.60934
"Namibia","Africa",1977,56.437,977026,3876.485958,0.977026,3787427569.60091
"Namibia","Africa",1982,58.968,1099010,4191.100511,1.09901,4606061372.59411
"Namibia","Africa",1987,60.835,1278184,3693.731337,1.278184,4721268295.25201
"Namibia","Africa",1992,61.999,1554253,3804.537999,1.554253,5913214598.55975
"Namibia","Africa",1997,58.909,1774766,3899.52426,1.774766,6920743072.82316
"Namibia","Africa",2002,51.479,1972153,4072.324751,1.972153,8031247474.6589
"Namibia","Africa",2007,52.906,2055080,4811.060429,2.05508,9887114066.42932
"Niger","Africa",1952,37.444,3379468,761.879376,3.379468,2574746971.05197
"Niger","Africa",1957,38.598,3692184,835.5234025,3.692184,3084906138.33606
"Niger","Africa",1962,39.487,4076008,997.7661127,4.076008,4066902657.4941
"Niger","Africa",1967,40.118,4534062,1054.384891,4.534062,4780646467.65724
"Niger","Africa",1972,40.546,5060262,954.2092363,5.060262,4828548738.49791
"Niger","Africa",1977,41.291,5682086,808.8970728,5.682086,4596222732.79786
"Niger","Africa",1982,42.598,6437188,909.7221354,6.437188,5856052413.33125
"Niger","Africa",1987,44.555,7332638,668.3000228,7.332638,4900402142.58415
"Niger","Africa",1992,47.391,8392818,581.182725,8.392818,4877760835.66905
"Niger","Africa",1997,51.313,9666252,580.3052092,9.666252,5609376389.03992
"Niger","Africa",2002,54.496,11140655,601.0745012,11.140655,6696363647.16629
"Niger","Africa",2007,56.867,12894865,619.6768924,12.894865,7990649871.11753
"Nigeria","Africa",1952,36.324,33119096,1077.281856,33.119096,35678601207.9222
"Nigeria","Africa",1957,37.802,37173340,1100.592563,37.17334,40912701545.8704
"Nigeria","Africa",1962,39.36,41871351,1150.927478,41.871351,48190888406.8828
"Nigeria","Africa",1967,41.04,47287752,1014.514104,47.287752,47974091350.4542
"Nigeria","Africa",1972,42.821,53740085,1698.388838,53.740085,91271560517.1712
"Nigeria","Africa",1977,44.514,62209173,1981.951806,62.209173,123295582777.116
"Nigeria","Africa",1982,45.826,73039376,1576.97375,73.039376,115181178668.38
"Nigeria","Africa",1987,46.886,81551520,1385.029563,81.55152,112951266107.586
"Nigeria","Africa",1992,47.472,93364244,1619.848217,93.364244,151235904174.953
"Nigeria","Africa",1997,47.464,106207839,1624.941275,106.207839,172581501319.655
"Nigeria","Africa",2002,46.608,119901274,1615.286395,119.901274,193674896635.367
"Nigeria","Africa",2007,46.859,135031164,2013.977305,135.031164,271949699763.733
"Reunion","Africa",1952,52.724,257700,2718.885295,0.2577,700656740.5215
"Reunion","Africa",1957,55.09,308700,2769.451844,0.3087,854929784.2428
"Reunion","Africa",1962,57.666,358900,3173.72334,0.3589,1139049306.726
"Reunion","Africa",1967,60.542,414024,4021.175739,0.414024,1664863264.16374
"Reunion","Africa",1972,64.274,461633,5047.658563,0.461633,2330165765.41338
"Reunion","Africa",1977,67.064,492095,4319.804067,0.492095,2125753982.35036
"Reunion","Africa",1982,69.885,517810,5267.219353,0.51781,2727418853.17693
"Reunion","Africa",1987,71.913,562035,5303.377488,0.562035,2980683766.46808
"Reunion","Africa",1992,73.615,622191,6101.255823,0.622191,3796146461.76819
"Reunion","Africa",1997,74.772,684810,6071.941411,0.68481,4158126197.66691
"Reunion","Africa",2002,75.744,743981,6316.1652,0.743981,4699106901.6612
"Reunion","Africa",2007,76.442,798094,7670.122558,0.798094,6121478792.80445
"Rwanda","Africa",1952,40,2534927,493.3238752,2.534927,1250540010.98911
"Rwanda","Africa",1957,41.5,2822082,540.2893983,2.822082,1524740985.73326
"Rwanda","Africa",1962,43,3051242,597.4730727,3.051242,1823034933.29129
"Rwanda","Africa",1967,44.1,3451079,510.9637142,3.451079,1763376143.83762
"Rwanda","Africa",1972,44.6,3992121,590.5806638,3.992121,2357669470.14992
"Rwanda","Africa",1977,45,4657072,670.0806011,4.657072,3120613605.12598
"Rwanda","Africa",1982,46.218,5507565,881.5706467,5.507565,4855307638.79229
"Rwanda","Africa",1987,44.02,6349365,847.991217,6.349365,5384205753.52721
"Rwanda","Africa",1992,23.599,7290203,737.0685949,7.290203,5373379681.74576
"Rwanda","Africa",1997,36.087,7212583,589.9445051,7.212583,4255023708.42767
"Rwanda","Africa",2002,43.413,7852401,785.6537648,7.852401,6169268408.36928
"Rwanda","Africa",2007,46.242,8860588,863.0884639,8.860588,7647471286.17077
"Sao Tome and Principe","Africa",1952,46.471,60011,879.5835855,0.060011,52784690.5494405
"Sao Tome and Principe","Africa",1957,48.945,61325,860.7369026,0.061325,52784690.551945
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.551119,0.065345,70020507.871055
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.840593,0.070787,98028711.056691
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254,0.076595,117419005.53013
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657,0.086796,150813401.580972
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117,0.098593,186362274.809381
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457,0.110812,168049218.941084
"Sao Tome and Principe","Africa",1992,62.742,125911,1428.777814,0.125911,179898843.338554
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.076036,0.145608,194980183.449888
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239,0.170372,230529056.66908
"Sao Tome and Principe","Africa",2007,65.528,199579,1598.435089,0.199579,319014076.627531
"Senegal","Africa",1952,37.278,2755589,1450.356983,2.755589,3996587748.42799
"Senegal","Africa",1957,39.329,3054547,1567.653006,3.054547,4788469786.51828
"Senegal","Africa",1962,41.454,3430243,1654.988723,3.430243,5677013482.14969
"Senegal","Africa",1967,43.563,3965841,1612.404632,3.965841,6394540398.17551
"Senegal","Africa",1972,45.815,4588696,1597.712056,4.588696,7331414920.51898
"Senegal","Africa",1977,48.879,5260855,1561.769116,5.260855,8216240862.75418
"Senegal","Africa",1982,52.379,6147783,1518.479984,6.147783,9335285431.47547
"Senegal","Africa",1987,55.769,7171347,1441.72072,7.171347,10339079560.2098
"Senegal","Africa",1992,58.196,8307920,1367.899369,8.30792,11364398525.7025
"Senegal","Africa",1997,60.187,9535314,1392.368347,9.535314,13276669392.306
"Senegal","Africa",2002,61.6,10870037,1519.635262,10.870037,16518491524.4447
"Senegal","Africa",2007,63.062,12267493,1712.472136,12.267493,21007739941.0751
"Sierra Leone","Africa",1952,30.331,2143249,879.7877358,2.143249,1885604184.96561
"Sierra Leone","Africa",1957,31.57,2295678,1004.484437,2.295678,2305972823.36329
"Sierra Leone","Africa",1962,32.767,2467895,1116.639877,2.467895,2755749969.24892
"Sierra Leone","Africa",1967,34.113,2662190,1206.043465,2.66219,3210716852.08835
"Sierra Leone","Africa",1972,35.4,2879013,1353.759762,2.879013,3897491953.67491
"Sierra Leone","Africa",1977,36.788,3140897,1348.285159,3.140897,4234824811.04762
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784,3.464522,5075562091.40525
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788,3.868905,5008095519.23214
"Sierra Leone","Africa",1992,38.333,4260884,1068.696278,4.260884,4553590871.78975
"Sierra Leone","Africa",1997,39.897,4578212,574.6481576,4.578212,2630861090.90221
"Sierra Leone","Africa",2002,41.012,5359092,699.489713,5.359092,3748629725.0206
"Sierra Leone","Africa",2007,42.568,6144562,862.5407561,6.144562,5299935153.38333
"Somalia","Africa",1952,32.978,2526994,1135.749842,2.526994,2870033036.23495
"Somalia","Africa",1957,34.977,2780415,1258.147413,2.780415,3498171939.31639
"Somalia","Africa",1962,36.981,3080153,1369.488336,3.080153,4218233606.59541
"Somalia","Africa",1967,38.977,3428839,1284.73318,3.428839,4405143232.17802
"Somalia","Africa",1972,40.973,3840161,1254.576127,3.840161,4817774314.43645
"Somalia","Africa",1977,41.974,4353666,1450.992513,4.353666,6317136770.10266
"Somalia","Africa",1982,42.955,5828892,1176.807031,5.828892,6859481088.53965
"Somalia","Africa",1987,44.501,6921858,1093.244963,6.921858,7567286393.10125
"Somalia","Africa",1992,39.658,6099799,926.9602964,6.099799,5654271489.02042
"Somalia","Africa",1997,43.795,6633514,930.5964284,6.633514,6173124436.1414
"Somalia","Africa",2002,45.936,7753310,882.0818218,7.75331,6839053809.78016
"Somalia","Africa",2007,48.159,9118773,926.1410683,9.118773,8445270167.8052
"South Africa","Africa",1952,45.009,14264935,4725.295531,14.264935,67406033605.5055
"South Africa","Africa",1957,47.985,16151549,5487.104219,16.151549,88625232661.2852
"South Africa","Africa",1962,49.951,18356657,5768.729717,18.356657,105894592740.676
"South Africa","Africa",1967,51.927,20997321,7114.477971,20.997321,149384977704.516
"South Africa","Africa",1972,53.696,23935810,7765.962636,23.93581,185884606122.395
"South Africa","Africa",1977,55.527,27129932,8028.651439,27.129932,217816767591.772
"South Africa","Africa",1982,58.161,31140029,8568.266228,31.140029,266816058819.641
"South Africa","Africa",1987,60.834,35933379,7825.823398,35.933379,281208278147.402
"South Africa","Africa",1992,61.888,39964159,7225.069258,39.964159,288743816612.724
"South Africa","Africa",1997,60.236,42835005,7479.188244,42.835005,320371065827.681
"South Africa","Africa",2002,53.365,44433622,7710.946444,44.433622,342625279554.94
"South Africa","Africa",2007,49.339,43997828,9269.657808,43.997828,407844809855.241
"Sudan","Africa",1952,38.635,8504667,1615.991129,8.504667,13743466427.099
"Sudan","Africa",1957,39.624,9753392,1770.337074,9.753392,17266791454.855
"Sudan","Africa",1962,40.87,11183227,1959.593767,11.183227,21914581924.1461
"Sudan","Africa",1967,42.858,12716129,1687.997641,12.716129,21464795754.6517
"Sudan","Africa",1972,45.083,14597019,1659.652775,14.597019,24225983090.0777
"Sudan","Africa",1977,47.8,17104986,2202.988423,17.104986,37682086133.5771
"Sudan","Africa",1982,50.338,20367053,1895.544073,20.367053,38606646598.6269
"Sudan","Africa",1987,51.744,24725960,1507.819159,24.72596,37282276212.6676
"Sudan","Africa",1992,53.556,28227588,1492.197043,28.227588,42121123344.6223
"Sudan","Africa",1997,55.373,32160729,1632.210764,32.160729,52493088051.887
"Sudan","Africa",2002,56.369,37090298,1993.398314,37.090298,73935737498.9576
"Sudan","Africa",2007,58.556,42292929,2602.394995,42.292929,110062906753.49
"Swaziland","Africa",1952,41.407,290243,1148.376626,0.290243,333308277.060118
"Swaziland","Africa",1957,43.424,326741,1244.708364,0.326741,406697255.561724
"Swaziland","Africa",1962,44.992,370006,1856.182125,0.370006,686798523.34275
"Swaziland","Africa",1967,46.633,420690,2613.101665,0.42069,1099305739.44885
"Swaziland","Africa",1972,49.552,480105,3364.836625,0.480105,1615474887.84562
"Swaziland","Africa",1977,52.537,551425,3781.410618,0.551425,2085164350.03065
"Swaziland","Africa",1982,55.561,649901,3895.384018,0.649901,2531613968.68222
"Swaziland","Africa",1987,57.678,779348,3984.839812,0.779348,3105576937.80258
"Swaziland","Africa",1992,58.474,962344,3553.0224,0.962344,3419229788.5056
"Swaziland","Africa",1997,54.289,1054486,3876.76846,1.054486,4087998066.31156
"Swaziland","Africa",2002,43.869,1130269,4128.116943,1.130269,4665882609.04767
"Swaziland","Africa",2007,39.613,1133066,4513.480643,1.133066,5114071458.24144
"Tanzania","Africa",1952,41.215,8322925,716.6500721,8.322925,5964624801.33289
"Tanzania","Africa",1957,42.974,9452826,698.5356073,9.452826,6603135550.61123
"Tanzania","Africa",1962,44.246,10863958,722.0038073,10.863958,7843819038.34729
"Tanzania","Africa",1967,45.757,12607312,848.2186575,12.607312,10693757259.3236
"Tanzania","Africa",1972,47.62,14706593,915.9850592,14.706593,13471019459.7353
"Tanzania","Africa",1977,49.919,17129565,962.4922932,17.129565,16487074298.3685
"Tanzania","Africa",1982,50.608,19844382,874.2426069,19.844382,17348804251.9994
"Tanzania","Africa",1987,51.535,23040630,831.8220794,23.04063,19165704757.286
"Tanzania","Africa",1992,50.44,26605473,825.682454,26.605473,21967672236.4707
"Tanzania","Africa",1997,48.466,30686889,789.1862231,30.686889,24217670028.5989
"Tanzania","Africa",2002,49.651,34593779,899.0742111,34.593779,31102374563.3927
"Tanzania","Africa",2007,52.517,38139640,1107.482182,38.13964,42238971727.8945
"Togo","Africa",1952,38.596,1219113,859.8086567,1.219113,1048203910.89551
"Togo","Africa",1957,41.208,1357445,925.9083202,1.357445,1256869619.71389
"Togo","Africa",1962,43.922,1528098,1067.53481,1.528098,1631297808.09138
"Togo","Africa",1967,46.769,1735550,1477.59676,1.73555,2564443056.818
"Togo","Africa",1972,49.759,2056351,1649.660188,2.056351,3392280377.25399
"Togo","Africa",1977,52.887,2308582,1532.776998,2.308582,3538541387.59684
"Togo","Africa",1982,55.471,2644765,1344.577953,2.644765,3556092709.86604
"Togo","Africa",1987,56.941,3154264,1202.201361,3.154264,3792060473.7533
"Togo","Africa",1992,58.061,3747553,1034.298904,3.747553,3876089960.58191
"Togo","Africa",1997,58.39,4320890,982.2869243,4.32089,4244353748.33863
"Togo","Africa",2002,57.561,4977378,886.2205765,4.977378,4411054800.61842
"Togo","Africa",2007,58.42,5701579,882.9699438,5.701579,5034322889.20126
"Tunisia","Africa",1952,44.6,3647735,1468.475631,3.647735,5356609955.84579
"Tunisia","Africa",1957,47.1,3950849,1395.232468,3.950849,5512352800.96533
"Tunisia","Africa",1962,49.579,4286552,1660.30321,4.286552,7116976045.43192
"Tunisia","Africa",1967,52.053,4786986,1932.360167,4.786986,9250181066.38666
"Tunisia","Africa",1972,55.602,5303507,2753.285994,5.303507,14602071542.181
"Tunisia","Africa",1977,59.837,6005061,3120.876811,6.005061,18741055623.5405
"Tunisia","Africa",1982,64.048,6734098,3560.233174,6.734098,23974959096.5671
"Tunisia","Africa",1987,66.894,7724976,3810.419296,7.724976,29435397611.5369
"Tunisia","Africa",1992,70.001,8523077,4332.720164,8.523077,36928107577.2246
"Tunisia","Africa",1997,71.973,9231669,4876.798614,9.231669,45020990584.1068
"Tunisia","Africa",2002,73.042,9770575,5722.895655,9.770575,55915981214.3516
"Tunisia","Africa",2007,73.923,10276158,7092.923025,10.276158,72887997686.7379
"Uganda","Africa",1952,39.978,5824797,734.753484,5.824797,4279789889.34275
"Uganda","Africa",1957,42.571,6675501,774.3710692,6.675501,5169314846.81567
"Uganda","Africa",1962,45.344,7688797,767.2717398,7.688797,5899396651.15902
"Uganda","Africa",1967,48.051,8900294,908.9185217,8.900294,8089642065.17538
"Uganda","Africa",1972,51.016,10190285,950.735869,10.190285,9688269464.83266
"Uganda","Africa",1977,50.35,11457758,843.7331372,11.457758,9667290102.6184
"Uganda","Africa",1982,49.849,12939400,682.2662268,12.9394,8828115615.05592
"Uganda","Africa",1987,51.509,15283050,617.7244065,15.28305,9440712990.75982
"Uganda","Africa",1992,48.825,18252190,644.1707969,18.25219,11757527777.4702
"Uganda","Africa",1997,44.578,21210254,816.559081,21.210254,17319425514.0166
"Uganda","Africa",2002,47.813,24739869,927.7210018,24.739869,22951696053.0808
"Uganda","Africa",2007,51.542,29170398,1056.380121,29.170398,30815028568.8582
"Zambia","Africa",1952,42.038,2672000,1147.388831,2.672,3065822956.432
"Zambia","Africa",1957,44.077,3016000,1311.956766,3.016,3956861606.256
"Zambia","Africa",1962,46.023,3421000,1452.725766,3.421,4969774845.486
"Zambia","Africa",1967,47.768,3900000,1777.077318,3.9,6930601540.2
"Zambia","Africa",1972,50.107,4506497,1773.498265,4.506497,7992264610.72771
"Zambia","Africa",1977,51.386,5216550,1588.688299,5.21655,8287471946.14845
"Zambia","Africa",1982,51.821,6100407,1408.678565,6.100407,8593512578.67595
"Zambia","Africa",1987,50.821,7272406,1213.315116,7.272406,8823720129.4891
"Zambia","Africa",1992,46.1,8381163,1210.884633,8.381163,10148621483.3682
"Zambia","Africa",1997,40.238,9417789,1071.353818,9.417789,10089784202.2684
"Zambia","Africa",2002,39.193,10595811,1071.613938,10.595811,11354618752.0137
"Zambia","Africa",2007,42.384,11746035,1271.211593,11.746035,14931695863.7838
"Zimbabwe","Africa",1952,48.451,3080907,406.8841148,3.080907,1253572117.47612
"Zimbabwe","Africa",1957,50.469,3646340,518.7642681,3.64634,1891590901.34375
"Zimbabwe","Africa",1962,52.358,4277736,527.2721818,4.277736,2255531193.8844
"Zimbabwe","Africa",1967,53.995,4995432,569.7950712,4.995432,2846372532.11476
"Zimbabwe","Africa",1972,55.635,5861135,799.3621758,5.861135,4685169626.25753
"Zimbabwe","Africa",1977,57.674,6642107,685.5876821,6.642107,4553746742.39019
"Zimbabwe","Africa",1982,60.363,7636524,788.8550411,7.636524,6024110453.88114
"Zimbabwe","Africa",1987,62.351,9216418,706.1573059,9.216418,6508240904.92827
"Zimbabwe","Africa",1992,60.377,10704340,693.4207856,10.70434,7422611852.1295
"Zimbabwe","Africa",1997,46.809,11404948,792.4499603,11.404948,9037850589.82356
"Zimbabwe","Africa",2002,39.989,11926563,672.0386227,11.926563,8015110972.06478
"Zimbabwe","Africa",2007,43.487,12311143,469.7092981,12.311143,5782658337.33873
